issue_key,issue_type,priority,status,component,project,reporter,assignee,story_points,resolution_hours,comments_count,watchers,reopened,sprint,label
PROJ-B-1467,Improvement,Critical,Done,Auth,PROJ-D,user_22,dev_2,,2.8,8,4,0,,
PROJ-D-1468,Bug,Medium,Done,Infra,PROJ-C,user_5,dev_5,,46.6,3,4,0,,regression
PROJ-C-1469,Sub-task,Medium,Duplicate,Auth,PROJ-C,user_8,dev_1,3.0,15.1,0,5,0,Sprint 19,tech-debt
PROJ-D-1470,Bug,High,Done,Testing,PROJ-B,user_2,dev_2,,35.5,9,3,0,,security
PROJ-A-1471,Sub-task,Low,Done,Testing,PROJ-A,user_15,dev_13,1.0,99.7,1,1,0,Sprint 24,ux
PROJ-D-1472,Bug,Low,Done,Backend,PROJ-D,user_12,dev_9,,80.5,2,2,0,,
PROJ-C-1473,Improvement,Medium,Done,Auth,PROJ-D,user_17,dev_7,,51.2,3,3,0,,ux
PROJ-B-1474,Story,Medium,Done,Backend,PROJ-C,user_1,dev_6,5.0,293.7,3,1,0,Sprint 9,
PROJ-B-1475,Sub-task,Low,Done,Auth,PROJ-B,user_15,dev_9,1.0,14.9,1,1,0,Sprint 18,
PROJ-A-1476,Bug,High,Done,Infra,PROJ-C,user_14,dev_7,,20.4,4,4,0,,security
PROJ-D-1477,Story,Low,Done,Infra,PROJ-C,user_20,dev_14,13.0,975.7,2,2,0,Sprint 15,
PROJ-D-1478,Sub-task,High,Done,Backend,PROJ-C,user_22,dev_11,2.0,2.0,2,7,0,Sprint 17,frontend
PROJ-B-1479,Story,Low,Resolved,Database,PROJ-C,user_16,dev_5,5.0,60.7,1,1,0,Sprint 24,regression
PROJ-B-1480,Story,High,Resolved,Infra,PROJ-D,user_9,dev_9,21.0,123.9,5,5,0,Sprint 22,security
PROJ-C-1481,Task,Low,Done,Database,PROJ-D,user_1,dev_6,,120.9,0,5,0,Sprint 17,
PROJ-A-1482,Story,Low,Duplicate,API,PROJ-C,user_17,dev_6,2.0,192.0,2,1,0,Sprint 19,security
PROJ-B-1483,Story,High,Resolved,Testing,PROJ-C,user_13,dev_11,13.0,16.1,4,4,0,Sprint 9,
PROJ-D-1484,Story,Medium,Resolved,Backend,PROJ-B,user_21,dev_4,3.0,56.3,4,3,0,Sprint 6,performance
PROJ-B-1485,Improvement,Low,Done,Mobile,PROJ-C,user_21,dev_13,,171.1,1,1,0,,tech-debt
PROJ-C-1486,Bug,Medium,Resolved,Infra,PROJ-D,user_5,dev_12,,1.9,0,2,0,,regression
PROJ-D-1487,Bug,Low,Won't Fix,Frontend,PROJ-A,user_10,dev_1,,234.9,4,1,0,,
PROJ-C-1488,Epic,Medium,Done,API,PROJ-D,user_6,dev_5,2.0,228.1,5,2,1,,ux
PROJ-C-1489,Improvement,Medium,Resolved,Database,PROJ-B,user_24,dev_11,,115.6,3,5,0,,regression
PROJ-C-1490,Story,High,Resolved,Infra,PROJ-D,user_19,dev_9,8.0,10.5,3,2,0,Sprint 19,
PROJ-A-1491,Story,High,Done,Backend,PROJ-A,user_13,dev_13,13.0,5.4,5,2,0,Sprint 8,security
PROJ-D-1492,Bug,Medium,Done,Mobile,PROJ-C,user_1,dev_8,,51.1,2,2,0,,
PROJ-D-1493,Bug,Medium,Done,Auth,PROJ-A,user_20,,,44.4,3,1,0,,flaky-test
PROJ-C-1494,Story,Medium,Done,Mobile,PROJ-C,user_15,dev_5,3.0,166.4,1,2,0,Sprint 6,
PROJ-A-1495,Bug,Medium,Done,Frontend,PROJ-C,user_14,dev_12,,46.8,3,1,1,,
PROJ-B-1496,Story,Medium,Closed,Database,PROJ-D,user_8,dev_9,8.0,210.1,5,4,0,Sprint 17,
PROJ-D-1497,Bug,Low,Closed,API,PROJ-D,user_10,dev_3,,138.9,1,1,0,,
PROJ-B-1498,Sub-task,Low,Won't Fix,Mobile,PROJ-D,user_9,dev_3,2.0,51.1,0,2,0,Sprint 6,regression
PROJ-D-1499,Sub-task,Medium,Closed,Backend,PROJ-B,user_17,dev_1,1.0,8.5,10,1,0,Sprint 13,regression
PROJ-C-1500,Task,Low,Done,Frontend,PROJ-D,user_9,dev_9,,437.4,1,1,0,Sprint 21,regression
PROJ-D-1501,Story,Medium,Done,Backend,PROJ-B,user_3,dev_6,1.0,304.7,2,2,0,Sprint 24,security
PROJ-C-1502,Bug,Medium,Won't Fix,Infra,PROJ-D,user_11,dev_2,,23.6,3,3,0,,
PROJ-D-1503,Improvement,Low,Done,Auth,PROJ-C,user_12,dev_8,,247.7,0,1,0,,regression
PROJ-C-1504,Task,High,Resolved,API,PROJ-B,user_10,,,11.5,3,4,0,Sprint 2,flaky-test
PROJ-B-1505,Bug,High,Done,Backend,PROJ-A,user_17,dev_9,,0.5,8,4,0,,frontend
PROJ-B-1506,Epic,Low,Done,Database,PROJ-B,user_17,dev_9,5.0,442.6,2,1,0,,
PROJ-B-1507,Improvement,Medium,Done,Infra,PROJ-B,user_11,dev_2,,38.6,4,1,0,,
PROJ-D-1508,Epic,Low,Done,Infra,PROJ-A,user_22,dev_2,5.0,890.5,2,2,0,,flaky-test
PROJ-A-1509,Task,Low,Resolved,API,PROJ-B,user_4,dev_13,,211.9,2,1,0,Sprint 12,performance
PROJ-B-1510,Story,Critical,Closed,Infra,PROJ-C,user_7,dev_7,2.0,13.1,6,10,0,Sprint 7,
PROJ-D-1511,Story,Low,Done,Database,PROJ-D,user_21,dev_11,2.0,117.8,0,1,0,Sprint 6,
PROJ-C-1512,Epic,Medium,Resolved,Backend,PROJ-A,user_14,dev_4,3.0,285.8,4,3,0,,flaky-test
PROJ-A-1513,Improvement,Medium,Done,API,PROJ-D,user_7,dev_13,,39.4,6,1,0,,
PROJ-A-1514,Bug,Medium,Done,Testing,PROJ-C,user_24,dev_1,,29.9,1,2,0,,
PROJ-A-1515,Bug,Low,Won't Fix,Infra,PROJ-A,user_8,dev_8,,21.0,2,1,0,,ux
PROJ-B-1516,Bug,Critical,Done,Infra,PROJ-D,user_1,dev_2,,6.4,7,10,0,,
PROJ-B-1517,Improvement,Medium,Resolved,Database,PROJ-D,user_24,dev_14,,111.2,6,2,0,,regression
PROJ-B-1518,Sub-task,Medium,Resolved,Auth,PROJ-C,user_22,dev_3,3.0,34.6,3,3,0,Sprint 17,
PROJ-B-1519,Bug,Medium,Done,Auth,PROJ-D,user_4,dev_5,,84.8,6,1,0,,flaky-test
PROJ-C-1520,Story,Medium,Done,Mobile,PROJ-C,user_12,dev_14,1.0,50.1,4,1,0,Sprint 8,security
PROJ-D-1521,Story,High,Done,Infra,PROJ-B,user_24,dev_3,5.0,21.4,2,1,0,Sprint 6,frontend
PROJ-A-1522,Sub-task,High,Done,Testing,PROJ-C,user_3,dev_7,3.0,30.9,9,7,0,Sprint 19,
PROJ-D-1523,Improvement,Medium,Resolved,Backend,PROJ-B,user_13,dev_7,,28.3,1,1,0,,security
PROJ-A-1524,Improvement,Low,Done,API,PROJ-A,user_20,dev_14,,139.3,0,3,0,,
PROJ-A-1525,Story,High,Done,Infra,PROJ-D,user_6,dev_2,1.0,64.8,3,4,0,Sprint 21,performance
PROJ-A-1526,Story,High,Closed,Frontend,PROJ-C,user_11,dev_13,1.0,2.0,4,6,0,Sprint 23,flaky-test
PROJ-A-1527,Bug,Low,Closed,API,PROJ-C,user_23,dev_13,,35.5,1,1,0,,security
PROJ-C-1528,Bug,Critical,Resolved,Mobile,PROJ-D,user_4,dev_7,,0.6,12,4,0,,performance
PROJ-C-1529,Improvement,Low,Resolved,Auth,PROJ-D,user_20,dev_11,,389.6,2,1,0,,ux
PROJ-A-1530,Improvement,Medium,Resolved,Testing,PROJ-A,user_16,dev_6,,195.2,0,1,0,,frontend
PROJ-A-1531,Sub-task,Low,Resolved,Infra,PROJ-A,user_7,dev_10,3.0,76.6,1,1,0,Sprint 9,
PROJ-B-1532,Sub-task,High,Done,Database,PROJ-C,user_22,dev_9,3.0,5.1,7,5,1,Sprint 20,
PROJ-A-1533,Story,Critical,Closed,Frontend,PROJ-A,user_11,dev_13,21.0,14.5,8,12,0,Sprint 16,security
PROJ-D-1534,Task,Medium,Done,Infra,PROJ-B,user_24,dev_9,,111.6,1,1,0,Sprint 18,flaky-test
PROJ-C-1535,Epic,Low,Duplicate,Testing,PROJ-A,user_1,dev_2,2.0,409.1,2,1,0,,frontend
PROJ-D-1536,Improvement,Medium,Done,Mobile,PROJ-A,user_7,dev_7,,19.9,4,1,0,,
PROJ-B-1537,Bug,High,Duplicate,Backend,PROJ-C,user_12,dev_5,,1.8,4,3,1,,regression
PROJ-C-1538,Story,Medium,Resolved,Frontend,PROJ-B,user_7,dev_13,1.0,139.9,4,3,0,Sprint 19,ux
PROJ-B-1539,Bug,Medium,Resolved,Mobile,PROJ-A,user_23,dev_6,,41.2,7,1,0,,performance
PROJ-B-1540,Epic,Medium,Done,Infra,PROJ-B,user_7,dev_1,1.0,261.7,6,1,1,,ux
PROJ-D-1541,Story,Medium,Done,Backend,PROJ-B,user_10,dev_7,8.0,70.0,1,4,0,Sprint 7,
PROJ-A-1542,Bug,Low,Closed,Frontend,PROJ-B,user_16,dev_6,,57.9,3,1,0,,flaky-test
PROJ-C-1543,Task,Medium,Done,Backend,PROJ-D,user_8,dev_4,,24.2,4,2,0,Sprint 8,performance
PROJ-C-1544,Story,High,Won't Fix,Backend,PROJ-D,user_9,dev_1,21.0,10.7,5,4,0,Sprint 21,tech-debt
PROJ-A-1545,Bug,Medium,Resolved,Frontend,PROJ-D,user_9,dev_9,,18.7,6,1,0,,flaky-test
PROJ-D-1546,Bug,Critical,Resolved,Frontend,PROJ-D,user_2,dev_4,,26.5,6,6,0,,security
PROJ-B-1547,Task,Medium,Done,Backend,PROJ-C,user_13,dev_2,,34.9,3,1,0,Sprint 19,ux
PROJ-D-1548,Story,Medium,Done,Mobile,PROJ-A,user_13,dev_8,21.0,159.1,3,2,0,Sprint 1,
PROJ-B-1549,Task,Critical,Resolved,Testing,PROJ-D,user_23,dev_2,,7.8,9,6,0,Sprint 13,
PROJ-C-1550,Story,Medium,Done,Auth,PROJ-C,user_23,dev_5,3.0,24.8,3,1,0,Sprint 1,security
PROJ-A-1551,Improvement,High,Won't Fix,Frontend,PROJ-A,user_4,dev_11,,13.3,5,3,0,,frontend
PROJ-A-1552,Story,Low,Resolved,Infra,PROJ-D,user_24,dev_6,3.0,155.6,1,2,1,Sprint 11,
PROJ-C-1553,Story,Low,Done,API,PROJ-A,user_12,dev_11,5.0,10.5,0,1,0,Sprint 2,backend
PROJ-B-1554,Improvement,Critical,Closed,Database,PROJ-D,user_17,dev_13,,4.2,7,5,1,,tech-debt
PROJ-D-1555,Story,Low,Resolved,Backend,PROJ-C,user_2,dev_8,3.0,17.5,3,3,0,Sprint 21,security
PROJ-B-1556,Bug,Medium,Closed,Backend,PROJ-B,user_13,dev_11,,31.5,0,4,0,,
PROJ-A-1557,Bug,High,Closed,Database,PROJ-B,user_18,dev_1,,19.3,4,6,1,,performance
PROJ-D-1558,Task,Critical,Done,Auth,PROJ-A,user_15,dev_1,,6.9,6,6,0,Sprint 3,flaky-test
PROJ-D-1559,Story,Medium,Done,Database,PROJ-C,user_8,dev_12,13.0,73.1,1,1,0,Sprint 13,performance
PROJ-B-1560,Task,Low,Resolved,Frontend,PROJ-B,user_15,dev_4,,529.0,0,2,0,Sprint 7,
PROJ-B-1561,Bug,Medium,Done,Database,PROJ-D,user_1,dev_5,,84.4,5,1,0,,flaky-test
PROJ-B-1562,Bug,Critical,Resolved,Backend,PROJ-B,user_20,dev_13,,3.9,3,9,0,,frontend
PROJ-D-1563,Bug,Critical,Closed,Database,PROJ-A,user_10,dev_13,,3.1,8,4,0,,performance
PROJ-C-1564,Bug,Medium,Won't Fix,API,PROJ-A,user_12,dev_9,,13.4,4,1,0,,tech-debt
PROJ-D-1565,Story,High,Duplicate,Infra,PROJ-C,user_5,dev_11,5.0,115.7,4,2,0,Sprint 2,flaky-test
PROJ-A-1566,Story,High,Resolved,Frontend,PROJ-A,user_9,dev_14,21.0,36.1,5,3,0,Sprint 2,
PROJ-C-1567,Story,High,Done,Database,PROJ-B,user_23,dev_7,8.0,29.1,3,1,0,Sprint 3,performance
PROJ-C-1568,Improvement,Low,Done,Backend,PROJ-B,user_8,dev_7,,79.5,0,1,0,,tech-debt
PROJ-B-1569,Bug,Low,Done,Mobile,PROJ-B,user_16,dev_8,,430.4,0,1,0,,
PROJ-D-1570,Story,Medium,Done,Infra,PROJ-B,user_14,dev_5,3.0,65.7,3,1,0,Sprint 13,frontend
PROJ-A-1571,Task,Low,Closed,Frontend,PROJ-C,user_13,dev_5,,1.9,0,2,0,Sprint 12,frontend
PROJ-D-1572,Story,High,Resolved,Backend,PROJ-D,user_23,dev_1,8.0,63.0,5,2,0,Sprint 1,flaky-test
PROJ-B-1573,Story,Medium,Done,Auth,PROJ-D,user_21,dev_14,3.0,0.5,1,1,0,Sprint 18,
PROJ-D-1574,Improvement,High,Done,API,PROJ-C,user_13,dev_9,,9.4,10,6,0,,tech-debt
PROJ-A-1575,Epic,Medium,Closed,Testing,PROJ-A,user_5,,3.0,147.1,2,1,0,,ux
PROJ-B-1576,Bug,Low,Won't Fix,Auth,PROJ-D,user_16,dev_9,,24.5,1,1,0,,frontend
PROJ-D-1577,Epic,Medium,Done,Testing,PROJ-A,user_11,dev_3,8.0,14.7,3,1,0,,
PROJ-A-1578,Story,Medium,Done,API,PROJ-D,user_22,dev_5,1.0,131.9,4,4,0,Sprint 5,ux
PROJ-A-1579,Bug,Medium,Won't Fix,Database,PROJ-A,user_5,dev_2,,45.2,1,2,0,,performance
PROJ-B-1580,Story,High,Done,Frontend,PROJ-C,user_13,dev_10,1.0,22.8,2,5,0,Sprint 19,
PROJ-B-1581,Sub-task,Low,Resolved,Database,PROJ-B,user_11,dev_5,1.0,254.1,4,1,0,Sprint 10,frontend
PROJ-C-1582,Story,Medium,Closed,API,PROJ-A,user_19,dev_13,13.0,97.6,2,5,0,Sprint 6,
PROJ-C-1583,Bug,Medium,Done,API,PROJ-B,user_3,dev_13,,1.6,6,3,0,,frontend
PROJ-A-1584,Task,Medium,Done,API,PROJ-A,user_15,dev_13,,4.8,4,5,0,Sprint 18,backend
PROJ-B-1585,Bug,Medium,Won't Fix,Testing,PROJ-A,user_7,dev_14,,76.2,3,3,0,,
PROJ-B-1586,Bug,Critical,Done,Infra,PROJ-A,user_7,dev_8,,3.9,10,8,1,,regression
PROJ-D-1587,Bug,Medium,Done,Backend,PROJ-A,user_6,dev_11,,24.5,2,2,0,,
PROJ-D-1588,Bug,High,Closed,Frontend,PROJ-A,user_3,dev_2,,22.1,6,4,0,,regression
PROJ-D-1589,Bug,Medium,Done,Database,PROJ-B,user_13,dev_8,,34.0,5,1,0,,security
PROJ-D-1590,Bug,Low,Closed,Database,PROJ-A,user_7,dev_4,,126.9,1,1,0,,frontend
PROJ-C-1591,Task,Low,Won't Fix,Auth,PROJ-B,user_5,dev_10,,404.4,0,1,0,Sprint 15,
PROJ-D-1592,Bug,Medium,Won't Fix,Testing,PROJ-C,user_23,dev_10,,43.1,3,3,0,,
PROJ-B-1593,Bug,Medium,Done,API,PROJ-D,user_18,dev_1,,36.1,6,1,0,,performance
PROJ-A-1594,Improvement,High,Done,Mobile,PROJ-A,user_22,dev_13,,4.8,5,5,0,,regression
PROJ-A-1595,Story,Medium,Done,API,PROJ-D,user_8,dev_5,1.0,53.2,3,1,0,Sprint 14,security
PROJ-A-1596,Task,High,Won't Fix,API,PROJ-B,user_17,dev_13,,18.7,6,4,0,Sprint 24,ux
PROJ-C-1597,Bug,Medium,Done,Mobile,PROJ-C,user_20,dev_1,,40.3,4,1,0,,
PROJ-A-1598,Bug,High,Done,Database,PROJ-C,user_1,dev_7,,10.0,7,3,0,,
PROJ-C-1599,Bug,High,Resolved,Auth,PROJ-C,user_14,dev_8,,84.9,4,11,0,,ux
PROJ-C-1600,Bug,Medium,Closed,Backend,PROJ-D,user_17,dev_3,,48.9,4,4,0,,
PROJ-A-1601,Bug,Critical,Done,Mobile,PROJ-B,user_10,dev_3,,3.0,4,5,0,,
PROJ-C-1602,Bug,Medium,Done,Testing,PROJ-A,user_12,dev_7,,90.8,5,1,0,,tech-debt
PROJ-D-1603,Bug,High,Closed,Infra,PROJ-A,user_16,dev_4,,10.4,4,3,0,,frontend
PROJ-D-1604,Bug,Critical,Resolved,Frontend,PROJ-B,user_14,dev_3,,1.1,4,5,1,,regression
PROJ-D-1605,Story,Medium,Closed,Testing,PROJ-D,user_16,dev_8,3.0,216.4,1,3,0,Sprint 16,
PROJ-C-1606,Bug,Critical,Done,Mobile,PROJ-A,user_8,dev_3,,8.9,3,4,0,,
PROJ-D-1607,Bug,High,Done,Backend,PROJ-B,user_23,dev_13,,42.2,5,4,0,,regression
PROJ-A-1608,Story,Medium,Resolved,Database,PROJ-A,user_10,dev_14,21.0,26.2,1,6,0,Sprint 4,ux
PROJ-A-1609,Task,Critical,Won't Fix,Infra,PROJ-C,user_17,dev_7,,0.5,12,8,0,Sprint 19,regression
PROJ-C-1610,Bug,Low,Done,Infra,PROJ-A,user_18,dev_2,,103.8,2,1,1,,ux
PROJ-C-1611,Task,Critical,Done,Infra,PROJ-D,user_20,dev_11,,5.6,7,8,0,Sprint 21,frontend
PROJ-D-1612,Story,High,Closed,API,PROJ-B,user_16,dev_11,2.0,46.2,2,3,0,Sprint 8,ux
PROJ-B-1613,Bug,Medium,Closed,Frontend,PROJ-D,user_17,dev_1,,33.8,3,3,0,,backend
PROJ-A-1614,Improvement,High,Done,Database,PROJ-B,user_16,dev_12,,99.3,7,4,0,,performance
PROJ-B-1615,Epic,High,Closed,Database,PROJ-C,user_19,dev_6,8.0,115.5,4,8,0,,flaky-test
PROJ-D-1616,Bug,Medium,Duplicate,Infra,PROJ-B,user_24,dev_8,,118.2,5,1,0,,security
PROJ-C-1617,Bug,High,Closed,Database,PROJ-A,user_24,dev_1,,8.2,4,3,0,,tech-debt
PROJ-D-1618,Task,Low,Done,Frontend,PROJ-A,user_8,dev_13,,36.2,0,1,0,Sprint 1,performance
PROJ-B-1619,Task,High,Resolved,Frontend,PROJ-C,user_6,dev_10,,16.1,7,5,0,Sprint 20,flaky-test
PROJ-D-1620,Bug,Low,Done,Auth,PROJ-B,user_6,dev_12,,130.4,0,2,0,,frontend
PROJ-C-1621,Bug,Low,Done,Mobile,PROJ-C,user_21,dev_9,,74.6,1,1,0,,tech-debt
PROJ-B-1622,Bug,Medium,Closed,Mobile,PROJ-A,user_9,dev_3,,69.9,3,1,0,,performance
PROJ-D-1623,Story,Low,Closed,Auth,PROJ-D,user_4,dev_3,21.0,67.5,0,1,0,Sprint 22,regression
PROJ-C-1624,Story,Medium,Won't Fix,Backend,PROJ-C,user_12,dev_4,2.0,76.1,6,1,1,Sprint 22,frontend
PROJ-D-1625,Bug,Low,Done,Mobile,PROJ-D,user_12,dev_11,,119.6,0,2,0,,flaky-test
PROJ-D-1626,Story,High,Done,Frontend,PROJ-D,user_23,,21.0,76.2,6,3,0,Sprint 13,security
PROJ-C-1627,Task,Medium,Won't Fix,Frontend,PROJ-B,user_17,dev_9,,58.2,6,1,0,Sprint 9,regression
PROJ-C-1628,Bug,Medium,Done,Mobile,PROJ-C,user_15,dev_11,,63.3,5,1,1,,frontend
PROJ-D-1629,Bug,Medium,Done,Frontend,PROJ-D,user_9,dev_3,,153.3,1,1,0,,performance
PROJ-A-1630,Task,Medium,Closed,Auth,PROJ-D,user_7,dev_13,,83.7,4,2,0,Sprint 1,performance
PROJ-D-1631,Improvement,Medium,Duplicate,Infra,PROJ-B,user_10,dev_10,,33.4,4,2,0,,security
PROJ-C-1632,Story,Critical,Closed,Infra,PROJ-B,user_16,dev_4,13.0,0.8,3,3,0,Sprint 15,backend
PROJ-A-1633,Story,High,Done,Database,PROJ-A,user_12,dev_1,2.0,0.5,4,2,0,Sprint 15,regression
PROJ-C-1634,Bug,Medium,Closed,Testing,PROJ-D,user_7,dev_4,,12.4,0,3,0,,
PROJ-D-1635,Story,Medium,Duplicate,Testing,PROJ-A,user_18,dev_13,5.0,19.0,2,2,0,Sprint 14,regression
PROJ-B-1636,Story,Low,Resolved,Infra,PROJ-D,user_15,dev_1,1.0,8.9,0,3,0,Sprint 5,security
PROJ-C-1637,Bug,Medium,Done,API,PROJ-A,user_6,dev_5,,41.0,4,3,1,,tech-debt
PROJ-C-1638,Bug,Low,Resolved,Auth,PROJ-B,user_12,dev_5,,100.9,0,2,0,,ux
PROJ-B-1639,Bug,Medium,Resolved,Frontend,PROJ-C,user_11,dev_14,,160.3,7,1,0,,
PROJ-C-1640,Bug,High,Resolved,Mobile,PROJ-B,user_20,dev_11,,30.9,3,2,0,,security
PROJ-C-1641,Bug,High,Resolved,Infra,PROJ-A,user_3,dev_7,,52.7,5,4,0,,flaky-test
PROJ-C-1642,Bug,Low,Done,Auth,PROJ-A,user_2,dev_14,,639.4,0,1,0,,
PROJ-B-1643,Bug,Medium,Closed,Infra,PROJ-C,user_6,dev_8,,168.3,5,3,0,,
PROJ-D-1644,Bug,Critical,Resolved,Backend,PROJ-D,user_24,dev_4,,21.7,12,3,0,,tech-debt
PROJ-C-1645,Improvement,Medium,Done,Frontend,PROJ-A,user_22,dev_7,,246.6,2,1,0,,frontend
PROJ-A-1646,Story,Low,Done,Backend,PROJ-A,user_5,dev_4,13.0,591.4,2,1,0,Sprint 17,backend
PROJ-D-1647,Task,Medium,Done,Frontend,PROJ-A,user_18,dev_3,,87.0,1,1,0,Sprint 6,regression
PROJ-D-1648,Task,Medium,Resolved,Auth,PROJ-C,user_16,dev_6,,9.4,3,2,0,Sprint 9,frontend
PROJ-A-1649,Story,Medium,Resolved,Database,PROJ-B,user_8,dev_4,21.0,224.0,2,1,0,Sprint 20,
PROJ-A-1650,Bug,High,Done,Infra,PROJ-A,user_20,dev_14,,16.5,4,2,0,,tech-debt
PROJ-A-1651,Story,Medium,Resolved,Infra,PROJ-C,user_22,dev_3,3.0,41.3,1,1,0,Sprint 19,ux
PROJ-B-1652,Story,Medium,Resolved,API,PROJ-A,user_11,dev_9,1.0,510.6,3,2,0,Sprint 23,frontend
PROJ-C-1653,Task,Critical,Won't Fix,Mobile,PROJ-D,user_10,dev_5,,26.6,7,9,0,Sprint 21,
PROJ-D-1654,Story,Medium,Done,Backend,PROJ-C,user_24,dev_13,1.0,15.2,3,1,0,Sprint 17,ux
PROJ-A-1655,Bug,Medium,Closed,Infra,PROJ-A,user_12,dev_14,,200.6,2,1,0,,frontend
PROJ-C-1656,Bug,Low,Resolved,Auth,PROJ-C,user_21,dev_7,,30.9,1,1,0,,regression
PROJ-C-1657,Bug,Low,Done,Database,PROJ-A,user_6,dev_12,,31.4,0,1,0,,tech-debt
PROJ-B-1658,Task,High,Done,Mobile,PROJ-B,user_20,dev_14,,10.4,6,4,0,Sprint 7,frontend
PROJ-D-1659,Story,Medium,Done,Auth,PROJ-A,user_5,dev_6,2.0,53.5,6,1,0,Sprint 8,regression
PROJ-C-1660,Bug,Medium,Resolved,Backend,PROJ-C,user_23,dev_10,,27.7,3,3,0,,regression
PROJ-A-1661,Sub-task,Low,Done,API,PROJ-D,user_9,dev_5,1.0,484.2,2,1,0,Sprint 15,backend
PROJ-A-1662,Story,High,Done,Infra,PROJ-D,user_16,dev_7,21.0,14.9,4,3,0,Sprint 6,
PROJ-B-1663,Bug,Medium,Done,Auth,PROJ-D,user_22,dev_11,,18.0,3,1,0,,tech-debt
PROJ-A-1664,Bug,Medium,Done,Mobile,PROJ-A,user_14,dev_6,,3.2,1,2,0,,security
PROJ-A-1665,Bug,High,Won't Fix,Frontend,PROJ-B,user_22,dev_10,,1.5,7,2,0,,flaky-test
PROJ-B-1666,Bug,High,Done,Database,PROJ-A,user_8,dev_2,,11.9,4,4,0,,security
PROJ-B-1667,Bug,Medium,Closed,Mobile,PROJ-D,user_20,dev_13,,125.4,3,1,1,,tech-debt
PROJ-A-1668,Bug,Medium,Done,Auth,PROJ-C,user_19,dev_13,,72.8,2,1,1,,
PROJ-D-1669,Bug,High,Done,Database,PROJ-D,user_14,dev_13,,0.8,8,5,0,,frontend
PROJ-D-1670,Bug,Medium,Won't Fix,Infra,PROJ-C,user_7,dev_3,,162.6,5,1,0,,frontend
PROJ-B-1671,Improvement,Medium,Duplicate,Frontend,PROJ-B,user_5,,,198.9,4,2,0,,performance
PROJ-D-1672,Bug,Medium,Done,API,PROJ-C,user_18,dev_12,,24.6,3,1,0,,security
PROJ-D-1673,Story,High,Done,Mobile,PROJ-A,user_2,dev_3,21.0,44.8,6,3,1,Sprint 1,
PROJ-D-1674,Story,Low,Done,API,PROJ-A,user_11,dev_1,8.0,366.7,0,1,0,Sprint 9,regression
PROJ-B-1675,Sub-task,High,Done,Frontend,PROJ-A,user_22,dev_8,1.0,9.0,3,4,0,Sprint 7,ux
PROJ-D-1676,Bug,Medium,Closed,Database,PROJ-C,user_8,dev_6,,130.8,2,4,0,,
PROJ-A-1677,Story,Critical,Done,Infra,PROJ-A,user_1,dev_13,1.0,3.4,10,12,0,Sprint 22,
PROJ-A-1678,Sub-task,High,Resolved,Auth,PROJ-A,user_22,dev_2,2.0,3.6,4,3,0,Sprint 20,flaky-test
PROJ-B-1679,Improvement,Medium,Resolved,Frontend,PROJ-A,user_12,dev_8,,78.8,4,3,0,,regression
PROJ-D-1680,Improvement,High,Done,Backend,PROJ-B,user_2,dev_6,,19.4,5,2,0,,security
PROJ-C-1681,Bug,Low,Resolved,Database,PROJ-C,user_18,dev_7,,215.1,0,1,1,,
PROJ-C-1682,Bug,Critical,Resolved,API,PROJ-C,user_7,dev_11,,13.7,7,6,0,,
PROJ-A-1683,Task,Medium,Closed,Mobile,PROJ-D,user_17,dev_1,,63.2,2,2,0,Sprint 19,
PROJ-A-1684,Epic,Medium,Won't Fix,Frontend,PROJ-C,user_22,dev_7,2.0,289.2,2,2,0,,flaky-test
PROJ-C-1685,Story,Critical,Resolved,API,PROJ-B,user_23,dev_3,3.0,3.4,9,2,0,Sprint 4,backend
PROJ-B-1686,Story,High,Closed,Database,PROJ-C,user_14,dev_11,13.0,1.7,2,1,0,Sprint 1,tech-debt
PROJ-D-1687,Bug,Medium,Won't Fix,API,PROJ-B,user_24,,,96.9,1,3,0,,security
PROJ-C-1688,Task,Medium,Closed,Frontend,PROJ-B,user_7,dev_8,,221.5,2,4,0,Sprint 9,flaky-test
PROJ-D-1689,Bug,Medium,Closed,Database,PROJ-C,user_22,dev_6,,15.1,2,3,0,,
PROJ-C-1690,Bug,Medium,Done,Backend,PROJ-D,user_3,dev_4,,16.8,7,1,0,,frontend
PROJ-A-1691,Story,Medium,Won't Fix,Frontend,PROJ-A,user_6,,13.0,303.5,2,1,0,Sprint 2,performance
PROJ-D-1692,Story,Critical,Done,Auth,PROJ-A,user_20,dev_8,13.0,4.5,9,3,0,Sprint 16,backend
PROJ-B-1693,Bug,Medium,Done,Testing,PROJ-C,user_2,dev_9,,73.0,1,1,0,,frontend
PROJ-D-1694,Bug,Low,Closed,Infra,PROJ-C,user_17,dev_10,,303.3,1,4,0,,
PROJ-D-1695,Story,Medium,Closed,Frontend,PROJ-B,user_12,dev_2,5.0,36.3,2,5,0,Sprint 2,ux
PROJ-C-1696,Bug,Medium,Resolved,Database,PROJ-C,user_12,dev_6,,61.1,3,3,0,,frontend
PROJ-B-1697,Story,High,Closed,Mobile,PROJ-B,user_17,dev_5,2.0,84.5,6,2,0,Sprint 3,regression
PROJ-A-1698,Bug,Medium,Done,Infra,PROJ-D,user_10,dev_5,,51.7,0,1,0,,regression
PROJ-D-1699,Story,Medium,Won't Fix,Frontend,PROJ-C,user_3,dev_10,3.0,11.3,3,2,0,Sprint 14,regression
